'1','2015-10-22 12:05:00','BRAINTREE                     ','MA ','02184     ','PPR TOWEL CTRPULL 8/275S','Staples - Foxborough                    '
'1','2015-10-22 12:05:00','BRAINTREE                     ','MA ','02184     ','PPR TOWEL ROLL HQ 6/CT','Staples - Foxborough                    '
'1','2015-10-22 12:05:00','BROOKSHIRE                    ','TX ','77423     ','BCG - Cabinet','Masco Cabinetry Q&M - Houston           '
'1','2015-10-22 12:05:00','BROOKSHIRE                    ','TX ','77423     ','BCG - Other Piece','Masco Cabinetry Q&M - Houston           '
'1','2015-10-22 12:05:00','BROOKSHIRE                    ','TX ','77423     ','BCG Other Piece','Masco Cabinetry Q&M - Houston           '
'1','2015-10-22 12:05:00','Ft Lauderdale                 ','FL ','33316     ','Default La-Z-Boy Scan Part','La-Z-Boy Sunrise - 451                  '
'1','2015-10-22 12:05:00','LONG VALLEY                   ','NJ ','078533097 ','Horizon Fitness EX-69-2 Elliptical Trainer','Amazon - 4000                           '
'1','2015-10-22 12:05:00','MERRICK                       ','NY ','11566     ','FL EXTREME BD FM    ','JCPenney - Elizabeth                    '
'1','2015-10-22 12:05:00','MERRICK                       ','NY ','11566     ','ST GBK FL FM MT     ','JCPenney - Elizabeth                    '
'1','2015-10-22 12:05:00','MERRICK                       ','NY ','11566     ','ST PS 2015 FF       ','JCPenney - Elizabeth                    '
'1','2015-10-22 12:05:00','MISSISSAUGA                   ','ON ','L5T 1R7   ','                                                                                                                                                                                            ','Lowes Canada - Box                      '
'1','2015-10-22 12:05:00','NORCROSS                      ','GA ','300932682 ','WHOLESALE','Office Depot - ATLANTA                  '
